Geography,Geographic Area Name,population_black,population_american_indian,population_asian,population_hispanic
1400000US12011031203,Census Tract 312.03; Broward County; Florida,17,0,0,161
1400000US12011031204,Census Tract 312.04; Broward County; Florida,196,0,103,279
1400000US12011031205,Census Tract 312.05; Broward County; Florida,7,0,13,160
1400000US12011031206,Census Tract 312.06; Broward County; Florida,0,0,0,788
1400000US12011031207,Census Tract 312.07; Broward County; Florida,79,23,11,279
1400000US12011040101,Census Tract 401.01; Broward County; Florida,8,0,35,113
1400000US12011040102,Census Tract 401.02; Broward County; Florida,14,0,121,257
1400000US12011040203,Census Tract 402.03; Broward County; Florida,0,0,38,106
1400000US12011040204,Census Tract 402.04; Broward County; Florida,0,0,0,778
1400000US12011040205,Census Tract 402.05; Broward County; Florida,288,16,140,1212
1400000US12011040206,Census Tract 402.06; Broward County; Florida,126,0,91,598
1400000US12011040300,Census Tract 403; Broward County; Florida,594,0,170,883
1400000US12011040401,Census Tract 404.01; Broward County; Florida,2,0,17,305
1400000US12011040402,Census Tract 404.02; Broward County; Florida,49,0,148,439
1400000US12011040502,Census Tract 405.02; Broward County; Florida,63,0,59,662
1400000US12011040503,Census Tract 405.03; Broward County; Florida,35,7,65,181
1400000US12011040505,Census Tract 405.05; Broward County; Florida,0,0,0,116
1400000US12011040506,Census Tract 405.06; Broward County; Florida,26,0,8,290
1400000US12011040601,Census Tract 406.01; Broward County; Florida,40,0,114,416
1400000US12011040602,Census Tract 406.02; Broward County; Florida,210,0,22,450
1400000US12011040701,Census Tract 407.01; Broward County; Florida,0,0,97,141
1400000US12011040702,Census Tract 407.02; Broward County; Florida,494,0,93,961
1400000US12011040801,Census Tract 408.01; Broward County; Florida,2656,0,53,458
1400000US12011040802,Census Tract 408.02; Broward County; Florida,1347,0,62,921
1400000US12011040901,Census Tract 409.01; Broward County; Florida,4387,0,0,236
1400000US12011040902,Census Tract 409.02; Broward County; Florida,3354,0,10,536
1400000US12011041000,Census Tract 410; Broward County; Florida,2605,0,0,50
1400000US12011041100,Census Tract 411; Broward County; Florida,5232,0,27,329
1400000US12011041200,Census Tract 412; Broward County; Florida,3971,0,0,228
1400000US12011041300,Census Tract 413; Broward County; Florida,5504,0,178,1288
1400000US12011041400,Census Tract 414; Broward County; Florida,3467,39,0,291
1400000US12011041500,Census Tract 415; Broward County; Florida,4313,0,0,122
1400000US12011041601,Census Tract 416.01; Broward County; Florida,2347,0,0,370
1400000US12011041602,Census Tract 416.02; Broward County; Florida,3330,0,0,72
1400000US12011041700,Census Tract 417; Broward County; Florida,2252,11,108,678
1400000US12011041801,Census Tract 418.01; Broward County; Florida,61,0,35,281
1400000US12011041802,Census Tract 418.02; Broward County; Florida,61,0,133,1007
1400000US12011041900,Census Tract 419; Broward County; Florida,141,10,91,872
1400000US12011042000,Census Tract 420; Broward County; Florida,3,5,25,351
1400000US12011042100,Census Tract 421; Broward County; Florida,71,49,82,376
1400000US12011042200,Census Tract 422; Broward County; Florida,25,0,5,207
1400000US12011042301,Census Tract 423.01; Broward County; Florida,218,0,80,716
1400000US12011042302,Census Tract 423.02; Broward County; Florida,138,0,22,524
1400000US12011042400,Census Tract 424; Broward County; Florida,29,0,93,80
1400000US12011042501,Census Tract 425.01; Broward County; Florida,520,0,166,754
1400000US12011042502,Census Tract 425.02; Broward County; Florida,1153,0,148,865
1400000US12011042601,Census Tract 426.01; Broward County; Florida,102,0,46,654
1400000US12011042602,Census Tract 426.02; Broward County; Florida,586,0,0,572
1400000US12011042700,Census Tract 427; Broward County; Florida,1678,0,46,1046
1400000US12011042801,Census Tract 428.01; Broward County; Florida,3391,0,2,1100
1400000US12011042802,Census Tract 428.02; Broward County; Florida,1408,0,16,815
1400000US12011042900,Census Tract 429; Broward County; Florida,6070,0,56,1516
1400000US12011043001,Census Tract 430.01; Broward County; Florida,48,0,16,427
1400000US12011043002,Census Tract 430.02; Broward County; Florida,532,0,32,3995
1400000US12011043100,Census Tract 431; Broward County; Florida,286,0,9,2459
1400000US12011043301,Census Tract 433.01; Broward County; Florida,246,0,107,857
1400000US12011043302,Census Tract 433.02; Broward County; Florida,188,38,233,810
1400000US12011050100,Census Tract 501; Broward County; Florida,180,0,70,2890
1400000US12011050204,Census Tract 502.04; Broward County; Florida,547,0,26,2291
1400000US12011050205,Census Tract 502.05; Broward County; Florida,255,0,140,675
1400000US12011050206,Census Tract 502.06; Broward County; Florida,830,0,67,1903
1400000US12011050207,Census Tract 502.07; Broward County; Florida,3220,0,43,1654
1400000US12011050208,Census Tract 502.08; Broward County; Florida,1260,0,27,1513
1400000US12011050301,Census Tract 503.01; Broward County; Florida,7620,0,78,561
1400000US12011050306,Census Tract 503.06; Broward County; Florida,4761,23,342,205
1400000US12011050308,Census Tract 503.08; Broward County; Florida,2935,7,0,13
1400000US12011050309,Census Tract 503.09; Broward County; Florida,1321,0,0,1686
1400000US12011050311,Census Tract 503.11; Broward County; Florida,2324,0,381,486
1400000US12011050312,Census Tract 503.12; Broward County; Florida,1825,0,0,296
1400000US12011050313,Census Tract 503.13; Broward County; Florida,3361,0,45,369
1400000US12011050314,Census Tract 503.14; Broward County; Florida,3149,0,0,251
1400000US12011050315,Census Tract 503.15; Broward County; Florida,2196,0,63,76
1400000US12011050316,Census Tract 503.16; Broward County; Florida,992,0,24,578
1400000US12011050401,Census Tract 504.01; Broward County; Florida,2074,0,148,802
1400000US12011050402,Census Tract 504.02; Broward County; Florida,679,0,263,1682
1400000US12011050501,Census Tract 505.01; Broward County; Florida,417,0,49,1361
1400000US12011050502,Census Tract 505.02; Broward County; Florida,775,0,55,1443
1400000US12011050601,Census Tract 506.01; Broward County; Florida,125,23,15,562
1400000US12011050602,Census Tract 506.02; Broward County; Florida,848,0,177,747
1400000US12011050701,Census Tract 507.01; Broward County; Florida,1152,0,39,1420
1400000US12011050702,Census Tract 507.02; Broward County; Florida,2398,0,50,3300
1400000US12011050800,Census Tract 508; Broward County; Florida,4379,0,220,712
1400000US12011050900,Census Tract 509; Broward County; Florida,322,0,169,1005
1400000US12011051001,Census Tract 510.01; Broward County; Florida,590,0,44,478
1400000US12011051002,Census Tract 510.02; Broward County; Florida,92,0,191,316
1400000US12011060105,Census Tract 601.05; Broward County; Florida,3602,0,47,1326
1400000US12011060107,Census Tract 601.07; Broward County; Florida,2846,0,443,616
1400000US12011060109,Census Tract 601.09; Broward County; Florida,1581,3,109,952
1400000US12011060111,Census Tract 601.11; Broward County; Florida,1820,0,177,2682
1400000US12011060113,Census Tract 601.13; Broward County; Florida,2904,0,393,1956
1400000US12011060114,Census Tract 601.14; Broward County; Florida,3312,0,177,1031
1400000US12011060115,Census Tract 601.15; Broward County; Florida,2229,0,265,3043
1400000US12011060116,Census Tract 601.16; Broward County; Florida,2544,25,608,1983
1400000US12011060117,Census Tract 601.17; Broward County; Florida,2070,0,283,2827
1400000US12011060118,Census Tract 601.18; Broward County; Florida,696,9,61,1386
1400000US12011060119,Census Tract 601.19; Broward County; Florida,1286,0,195,2783
1400000US12011060120,Census Tract 601.20; Broward County; Florida,1351,0,703,3004
1400000US12011060121,Census Tract 601.21; Broward County; Florida,942,0,319,1368
1400000US12011060122,Census Tract 601.22; Broward County; Florida,854,0,346,2978
1400000US12011060123,Census Tract 601.23; Broward County; Florida,2128,0,41,571
1400000US12011060124,Census Tract 601.24; Broward County; Florida,3944,0,286,739
1400000US12011060125,Census Tract 601.25; Broward County; Florida,1491,0,21,399
1400000US12011060126,Census Tract 601.26; Broward County; Florida,4029,0,139,347
1400000US12011060127,Census Tract 601.27; Broward County; Florida,2057,0,45,483
1400000US12011060128,Census Tract 601.28; Broward County; Florida,3304,0,44,1589
1400000US12011060129,Census Tract 601.29; Broward County; Florida,450,0,13,676
1400000US12011060130,Census Tract 601.30; Broward County; Florida,1914,0,95,1977
1400000US12011060203,Census Tract 602.03; Broward County; Florida,4953,0,0,900
1400000US12011060206,Census Tract 602.06; Broward County; Florida,1696,0,46,2154
1400000US12011060207,Census Tract 602.07; Broward County; Florida,1581,0,274,1795
1400000US12011060208,Census Tract 602.08; Broward County; Florida,4229,0,194,1128
1400000US12011060209,Census Tract 602.09; Broward County; Florida,1554,56,18,416
1400000US12011060210,Census Tract 602.10; Broward County; Florida,696,0,65,1233
1400000US12011060211,Census Tract 602.11; Broward County; Florida,802,12,72,2199
1400000US12011060212,Census Tract 602.12; Broward County; Florida,1326,0,267,922
1400000US12011060214,Census Tract 602.14; Broward County; Florida,692,0,344,1102
1400000US12011060215,Census Tract 602.15; Broward County; Florida,610,0,37,1177
1400000US12011060302,Census Tract 603.02; Broward County; Florida,7515,5,0,774
1400000US12011060303,Census Tract 603.03; Broward County; Florida,6450,0,49,307
1400000US12011060304,Census Tract 603.04; Broward County; Florida,3053,0,13,64
1400000US12011060305,Census Tract 603.05; Broward County; Florida,1623,0,0,145
1400000US12011060306,Census Tract 603.06; Broward County; Florida,653,0,16,954
1400000US12011060401,Census Tract 604.01; Broward County; Florida,5001,54,25,320
1400000US12011060402,Census Tract 604.02; Broward County; Florida,6134,0,0,363
1400000US12011060404,Census Tract 604.04; Broward County; Florida,1475,0,17,93
1400000US12011060405,Census Tract 604.05; Broward County; Florida,2584,0,0,250
1400000US12011060501,Census Tract 605.01; Broward County; Florida,1320,0,510,2441
1400000US12011060503,Census Tract 605.03; Broward County; Florida,775,0,183,1128
1400000US12011060504,Census Tract 605.04; Broward County; Florida,358,0,217,1236
1400000US12011060505,Census Tract 605.05; Broward County; Florida,1243,0,414,831
1400000US12011060603,Census Tract 606.03; Broward County; Florida,777,7,225,1737
1400000US12011060605,Census Tract 606.05; Broward County; Florida,1937,0,259,1522
1400000US12011060606,Census Tract 606.06; Broward County; Florida,1157,0,329,2854
1400000US12011060607,Census Tract 606.07; Broward County; Florida,877,0,113,570
1400000US12011060608,Census Tract 606.08; Broward County; Florida,1622,0,159,2298
1400000US12011060609,Census Tract 606.09; Broward County; Florida,1050,0,286,1259
1400000US12011060700,Census Tract 607; Broward County; Florida,959,0,81,544
1400000US12011060801,Census Tract 608.01; Broward County; Florida,233,0,187,342
1400000US12011060802,Census Tract 608.02; Broward County; Florida,5229,184,64,1032
1400000US12011060900,Census Tract 609; Broward County; Florida,712,0,44,949
1400000US12011061001,Census Tract 610.01; Broward County; Florida,493,0,145,2087
1400000US12011061003,Census Tract 610.03; Broward County; Florida,102,0,113,570
1400000US12011061004,Census Tract 610.04; Broward County; Florida,1477,0,373,2435
1400000US12011061100,Census Tract 611; Broward County; Florida,534,0,123,5642
1400000US12011070102,Census Tract 701.02; Broward County; Florida,69,15,43,756
1400000US12011070103,Census Tract 701.03; Broward County; Florida,1169,0,161,2682
1400000US12011070104,Census Tract 701.04; Broward County; Florida,661,21,0,3452
1400000US12011070204,Census Tract 702.04; Broward County; Florida,744,0,728,2129
1400000US12011070205,Census Tract 702.05; Broward County; Florida,179,0,307,1777
1400000US12011070208,Census Tract 702.08; Broward County; Florida,181,108,743,1612
1400000US12011070209,Census Tract 702.09; Broward County; Florida,194,0,334,1052
1400000US12011070210,Census Tract 702.10; Broward County; Florida,321,0,33,1870
1400000US12011070211,Census Tract 702.11; Broward County; Florida,278,116,416,1629
1400000US12011070212,Census Tract 702.12; Broward County; Florida,89,0,675,931
1400000US12011070213,Census Tract 702.13; Broward County; Florida,323,0,389,662
1400000US12011070304,Census Tract 703.04; Broward County; Florida,420,0,135,4183
1400000US12011070306,Census Tract 703.06; Broward County; Florida,768,0,1223,1652
1400000US12011070310,Census Tract 703.10; Broward County; Florida,511,0,44,2859
1400000US12011070311,Census Tract 703.11; Broward County; Florida,124,0,195,3107
1400000US12011070312,Census Tract 703.12; Broward County; Florida,104,0,427,3490
1400000US12011070314,Census Tract 703.14; Broward County; Florida,339,0,238,2416
1400000US12011070315,Census Tract 703.15; Broward County; Florida,329,9,293,1863
1400000US12011070316,Census Tract 703.16; Broward County; Florida,372,0,229,1926
1400000US12011070318,Census Tract 703.18; Broward County; Florida,195,0,311,2601
1400000US12011070319,Census Tract 703.19; Broward County; Florida,152,0,377,1633
1400000US12011070320,Census Tract 703.20; Broward County; Florida,640,0,671,4194
1400000US12011070321,Census Tract 703.21; Broward County; Florida,192,0,78,1870
1400000US12011070323,Census Tract 703.23; Broward County; Florida,29,0,33,1822
1400000US12011070324,Census Tract 703.24; Broward County; Florida,47,0,189,4504
1400000US12011070325,Census Tract 703.25; Broward County; Florida,177,0,559,2640
1400000US12011070326,Census Tract 703.26; Broward County; Florida,139,29,538,3440
1400000US12011070327,Census Tract 703.27; Broward County; Florida,141,0,407,3951
1400000US12011070328,Census Tract 703.28; Broward County; Florida,15,0,22,902
1400000US12011070329,Census Tract 703.29; Broward County; Florida,5,0,256,1824
1400000US12011070330,Census Tract 703.30; Broward County; Florida,160,0,315,2036
1400000US12011070331,Census Tract 703.31; Broward County; Florida,210,0,1063,5518
1400000US12011070401,Census Tract 704.01; Broward County; Florida,638,0,314,2132
1400000US12011070402,Census Tract 704.02; Broward County; Florida,9,6,272,1107
1400000US12011070403,Census Tract 704.03; Broward County; Florida,396,0,169,2321
1400000US12011070404,Census Tract 704.04; Broward County; Florida,22,0,267,1155
1400000US12011070405,Census Tract 704.05; Broward County; Florida,308,0,399,1273
1400000US12011070501,Census Tract 705.01; Broward County; Florida,440,0,150,868
1400000US12011070503,Census Tract 705.03; Broward County; Florida,983,12,508,2874
1400000US12011070504,Census Tract 705.04; Broward County; Florida,849,0,0,3290
1400000US12011070601,Census Tract 706.01; Broward County; Florida,472,0,310,3055
1400000US12011070602,Census Tract 706.02; Broward County; Florida,941,0,1209,2842
1400000US12011080102,Census Tract 801.02; Broward County; Florida,600,0,12,1578
1400000US12011080103,Census Tract 801.03; Broward County; Florida,116,0,63,366
1400000US12011080104,Census Tract 801.04; Broward County; Florida,216,0,0,891
1400000US12011080105,Census Tract 801.05; Broward County; Florida,320,0,120,1242
1400000US12011080200,Census Tract 802; Broward County; Florida,15,6,42,208
1400000US12011080402,Census Tract 804.02; Broward County; Florida,684,0,0,940
1400000US12011080403,Census Tract 804.03; Broward County; Florida,996,0,353,2688
1400000US12011080405,Census Tract 804.05; Broward County; Florida,302,0,170,886
1400000US12011080406,Census Tract 804.06; Broward County; Florida,299,0,122,2152
1400000US12011080500,Census Tract 805; Broward County; Florida,5644,26,0,756
1400000US12011090102,Census Tract 901.02; Broward County; Florida,39,0,0,867
1400000US12011090103,Census Tract 901.03; Broward County; Florida,34,0,0,728
