Geography,Geographic Area Name,median_household_income
1400000US12011050315,Census Tract 503.15; Broward County; Florida,44219
1400000US12011050316,Census Tract 503.16; Broward County; Florida,54295
1400000US12011050401,Census Tract 504.01; Broward County; Florida,73714
1400000US12011050402,Census Tract 504.02; Broward County; Florida,78311
1400000US12011050501,Census Tract 505.01; Broward County; Florida,69472
1400000US12011050502,Census Tract 505.02; Broward County; Florida,72651
1400000US12011050601,Census Tract 506.01; Broward County; Florida,104432
1400000US12011050602,Census Tract 506.02; Broward County; Florida,63882
1400000US12011050701,Census Tract 507.01; Broward County; Florida,62448
1400000US12011050702,Census Tract 507.02; Broward County; Florida,61313
1400000US12011050800,Census Tract 508; Broward County; Florida,59745
1400000US12011050900,Census Tract 509; Broward County; Florida,72984
1400000US12011051001,Census Tract 510.01; Broward County; Florida,69839
1400000US12011051002,Census Tract 510.02; Broward County; Florida,84903
1400000US12011060105,Census Tract 601.05; Broward County; Florida,48938
1400000US12011060107,Census Tract 601.07; Broward County; Florida,53328
1400000US12011060109,Census Tract 601.09; Broward County; Florida,96250
1400000US12011060111,Census Tract 601.11; Broward County; Florida,64096
1400000US12011060113,Census Tract 601.13; Broward County; Florida,72367
1400000US12011060114,Census Tract 601.14; Broward County; Florida,76302
1400000US12011060115,Census Tract 601.15; Broward County; Florida,73239
1400000US12011060116,Census Tract 601.16; Broward County; Florida,88705
1400000US12011060117,Census Tract 601.17; Broward County; Florida,47971
1400000US12011060118,Census Tract 601.18; Broward County; Florida,99451
1400000US12011060119,Census Tract 601.19; Broward County; Florida,119583
1400000US12011060120,Census Tract 601.20; Broward County; Florida,105968
1400000US12011060121,Census Tract 601.21; Broward County; Florida,147337
1400000US12011060122,Census Tract 601.22; Broward County; Florida,89464
1400000US12011060123,Census Tract 601.23; Broward County; Florida,70785
1400000US12011060124,Census Tract 601.24; Broward County; Florida,46640
1400000US12011060125,Census Tract 601.25; Broward County; Florida,86071
1400000US12011060126,Census Tract 601.26; Broward County; Florida,103224
1400000US12011060127,Census Tract 601.27; Broward County; Florida,51705
1400000US12011060128,Census Tract 601.28; Broward County; Florida,45482
1400000US12011060129,Census Tract 601.29; Broward County; Florida,57750
1400000US12011060130,Census Tract 601.30; Broward County; Florida,45534
1400000US12011060203,Census Tract 602.03; Broward County; Florida,58225
1400000US12011060206,Census Tract 602.06; Broward County; Florida,50761
1400000US12011060207,Census Tract 602.07; Broward County; Florida,51000
1400000US12011060208,Census Tract 602.08; Broward County; Florida,52938
1400000US12011060209,Census Tract 602.09; Broward County; Florida,75045
1400000US12011060210,Census Tract 602.10; Broward County; Florida,107688
1400000US12011060211,Census Tract 602.11; Broward County; Florida,70182
1400000US12011060212,Census Tract 602.12; Broward County; Florida,113692
1400000US12011060214,Census Tract 602.14; Broward County; Florida,26890
1400000US12011060215,Census Tract 602.15; Broward County; Florida,26514
1400000US12011060302,Census Tract 603.02; Broward County; Florida,45041
1400000US12011060303,Census Tract 603.03; Broward County; Florida,41451
1400000US12011060304,Census Tract 603.04; Broward County; Florida,47772
1400000US12011060305,Census Tract 603.05; Broward County; Florida,54828
1400000US12011060306,Census Tract 603.06; Broward County; Florida,42547
1400000US12011060401,Census Tract 604.01; Broward County; Florida,44387
1400000US12011060402,Census Tract 604.02; Broward County; Florida,44381
1400000US12011060404,Census Tract 604.04; Broward County; Florida,41203
1400000US12011060405,Census Tract 604.05; Broward County; Florida,39713
1400000US12011060501,Census Tract 605.01; Broward County; Florida,60053
1400000US12011060503,Census Tract 605.03; Broward County; Florida,114479
1400000US12011060504,Census Tract 605.04; Broward County; Florida,119096
1400000US12011060505,Census Tract 605.05; Broward County; Florida,58399
1400000US12011060603,Census Tract 606.03; Broward County; Florida,77471
1400000US12011060605,Census Tract 606.05; Broward County; Florida,92361
1400000US12011060606,Census Tract 606.06; Broward County; Florida,52330
1400000US12011060607,Census Tract 606.07; Broward County; Florida,121319
1400000US12011060608,Census Tract 606.08; Broward County; Florida,67136
1400000US12011060609,Census Tract 606.09; Broward County; Florida,97107
1400000US12011060700,Census Tract 607; Broward County; Florida,105153
1400000US12011060801,Census Tract 608.01; Broward County; Florida,67396
1400000US12011060802,Census Tract 608.02; Broward County; Florida,62691
1400000US12011060900,Census Tract 609; Broward County; Florida,110556
1400000US12011061001,Census Tract 610.01; Broward County; Florida,140723
1400000US12011061003,Census Tract 610.03; Broward County; Florida,114408
1400000US12011061004,Census Tract 610.04; Broward County; Florida,89260
1400000US12011061100,Census Tract 611; Broward County; Florida,68654
1400000US12011070102,Census Tract 701.02; Broward County; Florida,73977
1400000US12011070103,Census Tract 701.03; Broward County; Florida,84135
1400000US12011070104,Census Tract 701.04; Broward County; Florida,53113
1400000US12011070204,Census Tract 702.04; Broward County; Florida,59630
1400000US12011070205,Census Tract 702.05; Broward County; Florida,100168
1400000US12011070208,Census Tract 702.08; Broward County; Florida,120871
1400000US12011070209,Census Tract 702.09; Broward County; Florida,157321
1400000US12011070210,Census Tract 702.10; Broward County; Florida,72375
1400000US12011070211,Census Tract 702.11; Broward County; Florida,106429
1400000US12011070212,Census Tract 702.12; Broward County; Florida,73770
1400000US12011070213,Census Tract 702.13; Broward County; Florida,57316
1400000US12011070304,Census Tract 703.04; Broward County; Florida,120268
1400000US12011070306,Census Tract 703.06; Broward County; Florida,140558
1400000US12011070310,Census Tract 703.10; Broward County; Florida,115625
1400000US12011070311,Census Tract 703.11; Broward County; Florida,132949
1400000US12011070312,Census Tract 703.12; Broward County; Florida,158527
1400000US12011070314,Census Tract 703.14; Broward County; Florida,163510
1400000US12011070315,Census Tract 703.15; Broward County; Florida,161569
1400000US12011070316,Census Tract 703.16; Broward County; Florida,132325
1400000US12011070318,Census Tract 703.18; Broward County; Florida,191563
1400000US12011070319,Census Tract 703.19; Broward County; Florida,175865
1400000US12011070320,Census Tract 703.20; Broward County; Florida,160785
1400000US12011070321,Census Tract 703.21; Broward County; Florida,101532
1400000US12011070323,Census Tract 703.23; Broward County; Florida,87679
1400000US12011070324,Census Tract 703.24; Broward County; Florida,61250
1400000US12011070325,Census Tract 703.25; Broward County; Florida,106866
1400000US12011070326,Census Tract 703.26; Broward County; Florida,203919
1400000US12011070327,Census Tract 703.27; Broward County; Florida,78651
1400000US12011070328,Census Tract 703.28; Broward County; Florida,82797
1400000US12011070329,Census Tract 703.29; Broward County; Florida,228393
1400000US12011070330,Census Tract 703.30; Broward County; Florida,206633
1400000US12011070331,Census Tract 703.31; Broward County; Florida,128750
1400000US12011070401,Census Tract 704.01; Broward County; Florida,115551
1400000US12011070402,Census Tract 704.02; Broward County; Florida,155262
1400000US12011070403,Census Tract 704.03; Broward County; Florida,114635
1400000US12011070404,Census Tract 704.04; Broward County; Florida,148824
1400000US12011070405,Census Tract 704.05; Broward County; Florida,121382
1400000US12011070501,Census Tract 705.01; Broward County; Florida,118774
1400000US12011070503,Census Tract 705.03; Broward County; Florida,89420
1400000US12011070504,Census Tract 705.04; Broward County; Florida,39625
1400000US12011070601,Census Tract 706.01; Broward County; Florida,57917
1400000US12011070602,Census Tract 706.02; Broward County; Florida,87229
1400000US12011080102,Census Tract 801.02; Broward County; Florida,49089
1400000US12011080103,Census Tract 801.03; Broward County; Florida,69536
1400000US12011080104,Census Tract 801.04; Broward County; Florida,82807
1400000US12011080105,Census Tract 801.05; Broward County; Florida,51523
1400000US12011080200,Census Tract 802; Broward County; Florida,80766
1400000US12011080402,Census Tract 804.02; Broward County; Florida,60972
1400000US12011080403,Census Tract 804.03; Broward County; Florida,55446
1400000US12011080405,Census Tract 804.05; Broward County; Florida,56250
1400000US12011080406,Census Tract 804.06; Broward County; Florida,88786
1400000US12011080500,Census Tract 805; Broward County; Florida,41516
1400000US12011090102,Census Tract 901.02; Broward County; Florida,127904
1400000US12011090103,Census Tract 901.03; Broward County; Florida,89250
1400000US12011090104,Census Tract 901.04; Broward County; Florida,66750
1400000US12011090200,Census Tract 902; Broward County; Florida,108015
1400000US12011090301,Census Tract 903.01; Broward County; Florida,47875
1400000US12011090303,Census Tract 903.03; Broward County; Florida,28385
1400000US12011090304,Census Tract 903.04; Broward County; Florida,65877
1400000US12011090401,Census Tract 904.01; Broward County; Florida,80091
1400000US12011090403,Census Tract 904.03; Broward County; Florida,45104
1400000US12011090404,Census Tract 904.04; Broward County; Florida,40865
1400000US12011090502,Census Tract 905.02; Broward County; Florida,118182
1400000US12011090503,Census Tract 905.03; Broward County; Florida,81250
1400000US12011090504,Census Tract 905.04; Broward County; Florida,46623
1400000US12011090601,Census Tract 906.01; Broward County; Florida,87654
1400000US12011090602,Census Tract 906.02; Broward County; Florida,86287
1400000US12011090700,Census Tract 907; Broward County; Florida,96910
1400000US12011090801,Census Tract 908.01; Broward County; Florida,76917
1400000US12011090802,Census Tract 908.02; Broward County; Florida,55438
1400000US12011090900,Census Tract 909; Broward County; Florida,117072
1400000US12011091000,Census Tract 910; Broward County; Florida,93125
1400000US12011091100,Census Tract 911; Broward County; Florida,54170
1400000US12011091201,Census Tract 912.01; Broward County; Florida,62109
1400000US12011091202,Census Tract 912.02; Broward County; Florida,69909
1400000US12011091300,Census Tract 913; Broward County; Florida,79688
1400000US12011091400,Census Tract 914; Broward County; Florida,58090
1400000US12011091500,Census Tract 915; Broward County; Florida,63226
1400000US12011091601,Census Tract 916.01; Broward County; Florida,42944
1400000US12011091602,Census Tract 916.02; Broward County; Florida,44929
1400000US12011091701,Census Tract 917.01; Broward County; Florida,73663
1400000US12011091702,Census Tract 917.02; Broward County; Florida,51513
1400000US12011091802,Census Tract 918.02; Broward County; Florida,72287
1400000US12011091803,Census Tract 918.03; Broward County; Florida,47434
1400000US12011091804,Census Tract 918.04; Broward County; Florida,63289
1400000US12011091901,Census Tract 919.01; Broward County; Florida,72353
1400000US12011091903,Census Tract 919.03; Broward County; Florida,42481
1400000US12011091904,Census Tract 919.04; Broward County; Florida,58843
1400000US12011092000,Census Tract 920; Broward County; Florida,67465
1400000US12011100103,Census Tract 1001.03; Broward County; Florida,41625
1400000US12011100104,Census Tract 1001.04; Broward County; Florida,33564
1400000US12011100105,Census Tract 1001.05; Broward County; Florida,77883
1400000US12011100106,Census Tract 1001.06; Broward County; Florida,46667
1400000US12011100107,Census Tract 1001.07; Broward County; Florida,68036
1400000US12011100108,Census Tract 1001.08; Broward County; Florida,92865
1400000US12011100201,Census Tract 1002.01; Broward County; Florida,50729
1400000US12011100203,Census Tract 1002.03; Broward County; Florida,35425
1400000US12011100204,Census Tract 1002.04; Broward County; Florida,51576
1400000US12011100301,Census Tract 1003.01; Broward County; Florida,91198
1400000US12011100302,Census Tract 1003.02; Broward County; Florida,38174
1400000US12011100400,Census Tract 1004; Broward County; Florida,39494
1400000US12011100501,Census Tract 1005.01; Broward County; Florida,38750
1400000US12011100502,Census Tract 1005.02; Broward County; Florida,46901
1400000US12011100600,Census Tract 1006; Broward County; Florida,67351
1400000US12011100700,Census Tract 1007; Broward County; Florida,47226
1400000US12011100801,Census Tract 1008.01; Broward County; Florida,54603
1400000US12011100803,Census Tract 1008.03; Broward County; Florida,83563
1400000US12011100804,Census Tract 1008.04; Broward County; Florida,51172
1400000US12011110100,Census Tract 1101; Broward County; Florida,92491
1400000US12011110301,Census Tract 1103.01; Broward County; Florida,104576
1400000US12011110303,Census Tract 1103.03; Broward County; Florida,177794
1400000US12011110307,Census Tract 1103.07; Broward County; Florida,113672
1400000US12011110308,Census Tract 1103.08; Broward County; Florida,81596
1400000US12011110309,Census Tract 1103.09; Broward County; Florida,76624
